;edit_history_tweet_ids;id;text;intent
398;['1622652994029518848'];1622652994029518848;Twitter flags Biden tweet accusing GOP of wanting to cut Social Security, Medicare https://t.co/MWXw7ny74P  - @politic_talks #Politics #Political;politic
399;['1622652387503505422'];1622652387503505408;RT @Loriagne2: ‘Brexit – Three Years On: The Lie So Etched on Britain’s Body Politic’ – Byline Times https://t.co/jY4yVgj3Xu;politic
400;['1622652034770927627'];1622652034770927616;RT @RobertCottoJr: Rebuilding an urban highway in the current system of racial capitalism is not inherently some sort of reparations or rec…;politic
401;['1622651094999478272'];1622651094999478272;@uzomaduke @simon_ekpa One blobfish that has been in zoo politic/governments it telling you he'll fix de@d zoo and believe him . You are the highest ninnyhammer on earth.  You need to remove your brain because it's flumbiddle;politic
402;['1622650995208486935'];1622650995208486912;@Chris_H_Politic @JulianCastro Insanity;politic
403;['1622650819383263236'];1622650819383263232;RT @JemarTisby: “I suspect that we are now experiencing the coming to the surface of a triple prong sickness that has been lurking within o…;politic
404;['1622650068384743430'];1622650068384743424;"@mrjamesob S&amp;M body politic";politic
405;['1622650032229851136'];1622650032229851136;"Alex Jones is blowing the lid off the adversary in his broadcast today. Cheerio!
Turn your eyes on Jesus Christ! You have a platform. Be sure your foundation is the Solid Rock! Politic less! Preach more! https://t.co/6MltfHXAPI";politic
406;['1622649586874716160'];1622649586874716160;House GOP probe Defense Department over CCP influence at American universities: 'Time to enforce the law' https://t.co/YMz5pzjR70  - @politic_talks #Politics #Political;politic
407;['1622649371132035078'];1622649371132035072;@Chris_H_Politic @JulianCastro You aren’t paying attention.;politic
408;['1622648803160358932'];1622648803160358912;@Chris_H_Politic That tweet sounded like something from Fox News.;politic
409;['1622648616425750528'];1622648616425750528;"@ARISEtv Sounds like money is the Bain of politic in Nigeria. What does going to a poling unit causes you on election day? Make fuel cheaper and available that's all that will matter most on election day not money. Meaning; it is true. Some Politicians are ready to spend/buy votes.";politic
410;['1622648217673539585'];1622648217673539584;@brobson_politic @Lucky_Country_ Aiming to be the center of attention all the time and expecting 'results' from every racist word that comes out of her mouth is the only 'reason' she has dumped the Greens. Ego and nothing more. Constituents. ? Fuck them. It's me you should be concentrating on.;politic
411;['1622647348492124160'];1622647348492124160;RT @jasonrantz: @SurgTechGirl15 No. Historians know. Activists make stuff up to fit a politic agenda and stupid people fall for it. 🤷🏻‍♂️;politic
412;['1622647222751084545'];1622647222751084544;@CTDemocrat8 @MillerStanIL @LI_politic_guy @JaamesWJ Zimmerman is honestly the worst Dem candidate of 2022. He couldn't even do opposition research against Santos;politic
413;['1622646827026612243'];1622646827026612224;@MillerStanIL @LI_politic_guy @JaamesWJ Zimmerman was an awful candidate as well. He had so much baggage on santos but chose not to attack him on it;politic
414;['1622646336159088641'];1622646336159088640;Hochul proposes further overhaul to New York's controversial bail reform laws https://t.co/ahWcTgMBmp  - @politic_talks #Politics #Political;politic
415;['1622646184371159058'];1622646184371159040;@LI_politic_guy @MillerStanIL But Santos single handedly opened the door for so many smears for the Long Island Republicans. So an unexpected semi-success?;politic
416;['1622645543884161024'];1622645543884161024;@champion_walsh So why every one stafied what they get and teacher are crying because of politic;politic
417;['1622644441063227410'];1622644441063227392;@NikosEIlas @PresidencyGR Don't mix politics with human life bro. We are all the same from the inside. I am a Turk and i have greek family members and friends. Because of politics i will never turn my back on them. Don't get brainwashed by some politic idiots.;politic
418;['1622644345781223426'];1622644345781223424;@MillerStanIL @CTDemocrat8 @LI_politic_guy @JaamesWJ Yes but he undeniably was carried to victory by Zeldin, he’s good, but definitely not good ENOUGH to survive a year which dosent have a top tier republican candidate at the top with a shitty dem nominee (I mean Zeldin good in LI and Hochul ATROCIOUSLY in LI) that won’t happen;politic
419;['1622644311354646528'];1622644311354646528;Aand, with the socmed only, we knew how destructive it was to us on each politic year. Better prepare for the worst. Stock and Crypto kind of crash our economy, combo of AI and socmed can do more;politic
420;['1622644187337195543'];1622644187337195520;#petition #worldofwarship 2 serveur Eu for europ, or wg support corruption politic of full  server for Ru;politic
421;['1622643939114188800'];1622643939114188800;@CTDemocrat8 @LI_politic_guy @JaamesWJ Still should have been far closer cause santos himself was not a good candidate;politic
422;['1622643851147022336'];1622643851147022336;@Ffion_jones547 @CTDemocrat8 @LI_politic_guy @JaamesWJ True but at least Desposito was a good candidate;politic
423;['1622643776282820631'];1622643776282820608;@9vysx You are givimg false information. Nobody asked their ethnicity. Everyone is helping everyone without any discrimination. You aren’t sad about people, you are happy to make it politic.;politic
424;['1622643433956311073'];1622643433956311040;RT @Loriagne2: ‘Brexit – Three Years On: The Lie So Etched on Britain’s Body Politic’ – Byline Times https://t.co/jY4yVgj3Xu;politic
425;['1622642311120273408'];1622642311120273408;RT @HardingMike: Starmer won't go for PR so we'll have the same swing in politics for the foreseeable future. We need a sea change in our b…;politic
426;['1622641034068107264'];1622641034068107264;Ahead of Biden State of the Union address, country dissatisfied with state of the union after multiple crises https://t.co/CFqvZdMDQH  - @politic_talks #Politics #Political;politic
427;['1622641027126550528'];1622641027126550528;Patrol agents to testify at border crisis hearing, as House Republicans push to impeach DHS Sec Mayorkas https://t.co/OjJgxWfhSF  - @politic_talks #Politics #Political;politic
428;['1622640826579812365'];1622640826579812352;@wilson_aichu @PeterPsquare Leave politic out of this, I swear to God I don't support any party, but I support my tribe that is the honest truth,but if all this celebrity can do something in their hometown I think these hardship will be less;politic
429;['1622640816303874049'];1622640816303874048;RT @Loriagne2: ‘Brexit – Three Years On: The Lie So Etched on Britain’s Body Politic’ – Byline Times https://t.co/jY4yVgj3Xu;politic
430;['1622640794476609554'];1622640794476609536;‘Brexit – Three Years On: The Lie So Etched on Britain’s Body Politic’ – Byline Times https://t.co/jY4yVgj3Xu;politic
431;['1622640094510186519'];1622640094510186496;RT @tony121034: Why is that fair? #Representatives in #Congress can threaten harm as they did on #Jan6th and. currently continue to suggest…;politic
432;['1622639873835270154'];1622639873835270144;"@MillerStanIL @CTDemocrat8 @LI_politic_guy @JaamesWJ CRIME CRIME CRIME CRIME CRIME, yeah he and D’esposito only won cause Zeldin did PHENOMINAL in Long Island. Dems are fine in those seats in 2024 (Thanks to Santos and Biden +14 seat)

Garbarino and Lakota have the right idea moving to moderates, it’s social lib, eco con territory.";politic
433;['1622639768478572544'];1622639768478572544;RT @RobertCottoJr: Rebuilding an urban highway in the current system of racial capitalism is not inherently some sort of reparations or rec…;politic
434;['1622638559436890112'];1622638559436890112;Now yo yo what up yo time is running out it’s for real tho let’s connect politic ditto;politic
435;['1622638465971023873'];1622638465971023872;RT @BeingEdna: Each of these things is a wonderful human experience, but to have a comrade (in shared politic) who is also a true friend, i…;politic
436;['1622638423264690176'];1622638423264690176;RT @julieAn34464628: I have the feeling the Woke start in reception at school's to turn innocent kids into kid's Who hate the country they…;politic
437;['1622637816306868224'];1622637816306868224;"Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the entire establishment too. @BylineTimes @peterjukes @NickCohen4 @brexit_sham @mikegalsworthy @AdamBienkov #BrexitShambles @BremainInSpain  https://t.co/J92StjcOWP";politic
438;['1622637524584910848'];1622637524584910848;Texas threatens to sue Biden over 'unlawful, top-down' eco rules threatening farmers, energy producers https://t.co/XJKdFVygyk  - @politic_talks #Politics #Political;politic
439;['1622637373904547840'];1622637373904547840;@LI_politic_guy This makes me hard;politic
440;['1622636011800109057'];1622636011800109056;@Tlingit_Cat @Lawlorbrendans @LI_politic_guy Oh yeah I agree. Small dollar donors are retarded in general;politic
441;['1622634874929827840'];1622634874929827840;@Lawlorbrendans @Tlingit_Cat @LI_politic_guy Demings raised a lot because dem donors are retarded (Example: Marcus Flowers);politic
442;['1622634558788075523'];1622634558788075520;@Tlingit_Cat @LI_politic_guy @socalpopulist Demings raised a lot from small donors because she’s a great candidate. The party didn’t do anything. She would’ve won in Wisconsin;politic
443;['1622634471382982656'];1622634471382982656;Damn I have my politic course and then law. Sounds awful.;politic
